ano_lançamento;titulo_obra;genero;pais_produtor_obra;nacionalidade_obra;data_lançamento;distribuidora;salas_lançamento;maximo_salas_ocupadas;publico_acumulado;renda_acumulada
2014;Entre Vales;Ficção;Brasil, Alemanha, Uruguai;Brasileiros;08/05/2014;Imovision;5;5;3869;37372.93
2014;Jogo das Decapitações;Ficção;Brasil;Brasileiros;19/06/2014;Pandora;5;5;1355;14162.07
2014;Sopro;Documentário;Brasil;Brasileiros;04/12/2014;Lume;5;5;1350;6431.57
2014;Mão na Luva;Ficção;Brasil;Brasileiros;06/11/2014;Ab Filmes;5;5;740;9678.4
2015;Timbuktu;Ficção;França, Mauritânia;Estrangeiros;22/01/2015;Imovision;5;5;25273;351431.01
2015;O Último Poema do Rinoceronte;Ficção;Irã, Iraque, Turquia;Estrangeiros;25/06/2015;Imovision;5;5;10264;143964.11
2015;Um Pombo Pousou num Galho Refletindo Sobre a Existência;Ficção;Alemanha, França, Noruega, Suécia;Estrangeiros;14/05/2015;Alphaville Filmes;5;5;9306;128477.5
2015;A Lição;Ficção;Bulgária;Estrangeiros;11/06/2015;Pandora;5;5;8796;115770.99
2015;Woody Allen: Um Documentário;Documentário;França;Estrangeiros;02/07/2015;Bretz Filmes;5;5;8294;114972.43
2015;Que viva Eisenstein! 10 dias que abalaram o México;Ficção;Bélgica, Finlândia, França, Holanda, México;Estrangeiros;31/12/2015;Esfera Produções;5;5;3981;54067.65
2015;Eu Estava Justamente Pensando em Você;Ficção;Estados Unidos;Estrangeiros;22/10/2015;Imovision;5;5;3205;50541.34
2015;Eden;Ficção;França;Estrangeiros;19/03/2015;Imovision;5;5;2291;24931.5
2015;Top Girl ou a Deformação Profissional;Ficção;Alemanha;Estrangeiros;04/06/2015;Supo Mungam Films;5;5;1947;30307.48
2015;Tristeza e alegria;Ficção;Dinamarca;Estrangeiros;17/09/2015;Califórnia;5;5;1313;16674.05
2015;O samba;Documentário;Alemanha, Brasil, França, Suíça;Estrangeiros;24/09/2015;Imovision;5;5;395;6388.4
2016;O Último Tango;Documentário;Alemanha, Argentina;Estrangeiros;06/10/2016;Imovision;5;5;13561;209451.59
2016;Desajustados;Ficção;Dinamarca, Islândia;Estrangeiros;24/03/2016;Imovision;5;5;11548;172317.7
2016;A Corte;Ficção;França;Estrangeiros;11/08/2016;Califórnia;5;5;6978;99033.32
2016;Nas Estradas do Nepal;Ficção;Alemanha, França, Nepal, Suíça;Estrangeiros;15/12/2016;Esfera Produções;5;5;4156;48620.78
2016;Irmã;Ficção;Estados Unidos;Estrangeiros;06/10/2016;Supo Mungam Films;5;5;3994;60036.03
2016;Much Loved;Ficção;França, Marrocos;Estrangeiros;10/11/2016;Imovision;5;5;3969;57652.73
2016;O Tesouro;Ficção;França, Romênia;Estrangeiros;21/04/2016;Zeta Filmes;5;5;3056;40828.73
2016;Nascida de Novo;Ficção;Brasil;Brasileiros;10/11/2016;Maria da Graça Hughes;5;5;3049;40147
2016;Trago comigo;Ficção;Brasil;Brasileiros;16/06/2016;Pandora;5;5;3023;36371.93
2016;Certo Agora, Errado Antes;Ficção;Coréia do Sul;Estrangeiros;19/05/2016;Zeta Filmes;5;5;2876;38320.58
2016;Ralé;Ficção;Brasil;Brasileiros;05/05/2016;Pandora;5;5;2189;25006.84
2016;Teresinha;Documentário;Brasil;Brasileiros;15/12/2016;Paris;5;5;1323;20999.47
2016;O diabo mora aqui;Ficção;Brasil;Brasileiros;28/07/2016;Pandora;5;5;1055;18558.64
2016;Dois Rémi, Dois;Ficção;França;Estrangeiros;28/04/2016;Supo Mungam Films;5;5;834;11479.08
2016;Nós, Eles e Eu;Documentário;Argentina, Israel;Estrangeiros;12/05/2016;Vitrine Filmes;5;5;814;13414.45
2016;O Gigantesco Imã;Documentário;Brasil;Brasileiros;10/03/2016;Inquieta Cultura e Comunicação;5;5;390;2776
2016;Zé de Julião, Muito Além do Cangaço;Documentário;Brasil;Brasileiros;29/09/2016;Luz XXI;5;5;196;2905.88
2017;Todas as Manhãs do Mundo;Documentário;Brasil;Brasileiros;06/04/2017;Fox;5;5;10754;103195
2017;A garota do armário;Ficção;Bélgica, França;Estrangeiros;21/09/2017;Imovision;5;5;6745;99458.21
2017;Dégradé;Ficção;França, Qatar, Territórios Palestinos Ocupados;Estrangeiros;25/05/2017;Imovision;5;5;5398;74349.49
2017;A Tartaruga Vermelha;Animação;Bélgica, França, Japão;Estrangeiros;16/02/2017;Sony;5;5;3653;40250.18
2017;O Ídolo;Ficção;Emirados Árabes Unidos, Territórios Palestinos Ocupados;Estrangeiros;26/01/2017;Califórnia;5;5;2649;35030.13
2017;Paro quando quero;Ficção;Itália;Estrangeiros;09/03/2017;Espaço Filmes;5;5;2625;45729.85
2017;Jesus - A esperança;Ficção;Brasil;Brasileiros;14/12/2017;Moro Comunicação;5;5;2180;23575.07
2017;A Vida Após a Vida;Ficção;China;Estrangeiros;25/05/2017;Zeta Filmes;5;5;1951;25179.33
2017;Quem é Primavera das Neves;Documentário;Brasil;Brasileiros;15/06/2017;Casa de Cinema de Porto Alegre;5;5;959;11635.26
2017;O Crime da Gávea;Ficção;Brasil;Brasileiros;09/03/2017;Elo Company;5;5;760;13605.85
2017;#Screamers;Ficção;Estados Unidos;Estrangeiros;30/11/2017;Cineart Filmes;5;5;714;9437.45
2017;Rúcula com tomate seco;Ficção;Brasil;Brasileiros;23/11/2017;Downtown/Paris;5;5;401;3680.01
2017;Quando o galo cantar pela terceira vez renegarás tua mãe;Ficção;Brasil;Brasileiros;23/11/2017;Elo Company;5;5;139;1865
2009;Alguém que Me Ame de Verdade;Ficção;Estados Unidos;Estrangeiros;09/01/2009;Moviemobz;4;4;21883;200923.61
2009;Enquanto o Sol não Vem;Ficção;França;Estrangeiros;17/07/2009;Pandora;4;4;17550;155870.53
2009;A Garota de Mônaco;Ficção;França;Estrangeiros;17/07/2009;Imovision;4;4;15720;139855.29
2009;Paulo Gracindo - O Bem amado;Documentário;Brasil;Brasileiros;01/05/2009;Filmes do Estação;4;4;8968;75275.3
2009;A Garota Ideal;Ficção;Canadá, Estados Unidos;Estrangeiros;01/05/2009;Califórnia;4;4;8708;71726.72
2009;Dois em Um;Ficção;França;Estrangeiros;09/01/2009;Pandora;4;4;4073;30246.05
2009;Ouro Negro;Ficção;Brasil;Brasileiros;11/12/2009;Pandora;4;4;3709;16473.1
2009;Waldick, Sempre no meu Coração;Documentário;Brasil;Brasileiros;21/08/2009;Pequena Central;4;4;3591;17076.5
2009;Import Export;Ficção;Áustria;Estrangeiros;08/05/2009;Filmes da Mostra;4;4;3561;31117.5
2009;Abba o Filme;Documentário;Austrália, Suécia;Estrangeiros;30/01/2009;Moviemobz;4;4;3488;19157.82
2009;Uma Vida sem Regras;Ficção;Reino Unido;Estrangeiros;18/12/2009;Paris;4;4;3289;33225.7
2009;Patativa do Assaré - Ave Poesia;Documentário;Brasil;Brasileiros;02/03/2009;Sereia Filmes;4;4;2723;15193.15
2009;As Cantoras do Rádio;Documentário;Brasil;Brasileiros;11/06/2009;Panda Filmes;4;4;2604;13033.23
2009;De Profundis;Animação;Espanha;Estrangeiros;13/11/2009;Europa;4;4;2002;15193.39
2009;Anabazys;Documentário;Brasil;Brasileiros;27/03/2009;RioFilme;4;4;842;6164.5
2010;The runaways - garotas do rock;Ficção;Estados Unidos;Estrangeiros;08/10/2010;Paris;4;4;9709;92656.89
2010;Um Novo Caminho;Ficção;França;Estrangeiros;30/07/2010;Imovision;4;4;9698;89121.68
2010;O ciúme mora ao lado;Ficção;Finlândia;Estrangeiros;10/12/2010;Imovision;4;4;9662;92392.93
2010;Filme Socialismo;Ficção;França;Estrangeiros;03/12/2010;Imovision;4;4;9176;92701.2
2010;Moscou, Bélgica;Ficção;Bélgica;Estrangeiros;24/09/2010;Filmes da Mostra;4;4;8206;76027.99
2010;As cartas psicografadas por Chico Xavier;Documentário;Brasil;Brasileiros;05/11/2010;Ciclorama;4;4;7431;60280.74
2010;A Bruxinha e o Dragão;Ficção;Áustria, Alemanha;Estrangeiros;22/01/2010;Europa;4;4;5737;53616.7
2010;Elza;Documentário;Brasil;Brasileiros;03/12/2010;Gávea Filmes;4;4;4394;29704.7
2010;Sede de Sangue;Ficção;Coréia do Sul;Estrangeiros;02/04/2010;Paris;4;4;3058;26040
2010;B1 - Tenório em Pequim;Documentário;Brasil;Brasileiros;03/09/2010;Espaço Filmes;4;4;679;7002
2010;Pecados do meu pai;Documentário;Colômbia;Estrangeiros;14/05/2010;Serendip;4;4;530;5045.19
2011;Trabalho interno;Documentário;Estados Unidos;Estrangeiros;18/02/2011;Sony;4;4;17900;180128.12
2011;A missão do gerente de recursos humanos;Ficção;Alemanha, França, Israel, Romênia;Estrangeiros;01/07/2011;Imovision;4;4;9932;99090.53
2011;Fora da Lei;Ficção;França;Estrangeiros;31/12/2010;Califórnia;4;4;7622;61938.54
2011;Balada triste;Ficção;Espanha;Estrangeiros;12/08/2011;Serendip;4;4;6789;57593.68
2011;O guarda;Ficção;Irlanda;Estrangeiros;11/11/2011;Sony;4;4;5296;54338.91
2011;Feliz que minha mãe está viva;Ficção;França;Estrangeiros;25/03/2011;Imovision;4;4;3861;40239.69
2011;Tancredo Neves - a travessia;Documentário;Brasil;Brasileiros;28/10/2011;Downtown;4;4;2411;26376.5
2011;Avenida Brasília formosa;Documentário;Brasil;Brasileiros;30/09/2011;Vitrine Filmes;4;4;955;4160.5
2011;Crítico;Documentário;Brasil;Brasileiros;23/09/2011;Vitrine Filmes;4;4;387;2616.82
2012;Qual o Nome do Bebê?;Ficção;França;Estrangeiros;21/12/2012;Esfera Produções;4;4;42343;558288.89
2012;O Porto;Ficção;Alemanha, Finlândia, França;Estrangeiros;02/03/2012;Imovision;4;4;30071;319879.2
2012;O Monge;Ficção;Espanha, França;Estrangeiros;07/09/2012;Califórnia;4;4;23012;240457.65
2012;18 comidas;Ficção;Espanha;Estrangeiros;02/11/2012;Esfera Produções;4;4;11321;141975
2012;Minha Irmã;Ficção;França;Estrangeiros;29/06/2012;Esfera Produções;4;4;9092;87263.72
2012;Hasta la Vista;Ficção;Bélgica;Estrangeiros;25/05/2012;Imovision;4;4;8844;97126.75
2012;Hotxuá;Documentário;Brasil;Brasileiros;17/02/2012;Caliban;4;4;4493;40278.5
2012;Americano;Ficção;França;Estrangeiros;20/04/2012;Califórnia;4;4;4010;33183.05
2012;Amor em Trânsito;Ficção;Argentina;Estrangeiros;21/12/2012;Tucumán;4;4;1902;16712.1
2012;Kaboom;Ficção;Estados Unidos, França;Estrangeiros;08/06/2012;Vinny filmes;4;4;1687;14147.5
2012;Romance de Formação;Documentário;Brasil;Brasileiros;11/05/2012;Espaço Filmes;4;4;1387;15015
2012;Contos Gauchescos;Ficção;Brasil;Brasileiros;02/11/2012;Empresa Cinematográfica Pampeana;4;4;970;8524.81
2012;Espia só;Documentário;Brasil;Brasileiros;09/11/2012;Ciclorama;4;4;322;1692
2013;A caça;Ficção;Dinamarca, Suécia;Estrangeiros;22/03/2013;Califórnia;4;4;59358;746779.97
2013;Depois de maio;Ficção;França;Estrangeiros;26/04/2013;Imovision;4;4;34332;453109.26
2013;Uma garrafa no mar de Gaza;Ficção;França, Israel;Estrangeiros;29/03/2013;Esfera Produções;4;4;27998;373697.95
2013;O homem que ri;Ficção;França;Estrangeiros;17/05/2013;Esfera Produções;4;4;16621;204416.65
2013;Branca de Neve;Ficção;Bélgica, Espanha, França;Estrangeiros;05/07/2013;Imovision;4;4;13970;186353.11
2013;Querida, vou comprar cigarros e já volto;Ficção;Argentina;Estrangeiros;19/04/2013;Esfera Produções;4;4;13366;172825
2013;Além das Montanhas;Ficção;Bulgária, França, Romênia;Estrangeiros;11/01/2013;Califórnia;4;4;13320;148751
2013;Atrás da porta;Ficção;Alemanha, Hungria;Estrangeiros;01/03/2013;Califórnia;4;4;12007;120210.05
2013;A criada;Ficção;Chile;Estrangeiros;12/04/2013;Esfera Produções;4;4;6805;85925
2013;Trampolim do Forte;Ficção;Brasil;Brasileiros;08/11/2013;Pipa;4;4;2616;21156.8
2013;Juan dos mortos;Ficção;Cuba, Espanha;Estrangeiros;21/06/2013;Imovision;4;4;2296;29960.06
2013;Morro dos Prazeres;Documentário;Brasil, Holanda;Brasileiros;29/11/2013;Espaço Filmes;4;4;2283;28026.14
2013;Raça;Documentário;Brasil, Estados Unidos;Brasileiros;17/05/2013;Espaço Filmes;4;4;2112;24601.55
2013;Esse amor que nos consome;Ficção;Brasil;Brasileiros;06/09/2013;Vitrine Filmes;4;4;1933;15014.38
2013;Rânia;Ficção;Brasil;Brasileiros;22/03/2013;Tucumán;4;4;971;9544.24
2013;Hijab, Mulheres de Véu;Documentário;Brasil;Brasileiros;06/09/2013;Formosa Filmes;4;4;769;10007.06
2013;Titeuf;Animação;França;Estrangeiros;22/03/2013;Europa;4;4;510;6666.42
2014;O Médico Alemão;Ficção;Argentina, Espanha, França, Noruega;Estrangeiros;12/06/2014;Imovision;4;4;19393;243373.63
2014;Filha Distante;Ficção;Argentina;Estrangeiros;17/07/2014;Esfera Produções;4;4;10437;127106.1
2014;A Música Nunca Parou;Ficção;Estados Unidos;Estrangeiros;10/01/2014;Europa;4;4;10343;111854.94
2014;A Pelada;Ficção;Brasil, Bélgica;Brasileiros;25/09/2014;Downtown/Paris;4;4;7517;76281.27
2014;Todos os Dias;Ficção;Reino Unido;Estrangeiros;24/01/2014;Esfera Produções;4;4;5977;70584.74
2014;Belem, Zona de Conflito;Ficção;Alemanha, Bélgica, Israel;Estrangeiros;03/04/2014;Europa;4;4;4755;62251.23
2014;O Congresso Futurista;Animação;Alemanha, Bélgica, França, Israel, Luxemburgo, Polônia;Estrangeiros;27/03/2014;Imovision;4;4;3732;49883.63
2014;Heli;Ficção;México;Estrangeiros;22/05/2014;Zeta Filmes;4;4;2409;22632.49
2014;Planeta Solitário;Ficção;Alemanha, Estados Unidos;Estrangeiros;31/01/2014;Lume;4;4;1769;17254.5
2014;Ilha dos Lêmures: Madagascar;Documentário;Canadá, Estados Unidos, Madagascar;Estrangeiros;16/10/2014;Espaço Itaú de Cinema;4;4;817;17281.43
2014;Meninos da Vila - A Magia dos Santos;Documentário;Brasil;Brasileiros;16/10/2014;Elo Company;4;4;35;393.22
2015;Fênix;Ficção;Alemanha, Polônia;Estrangeiros;09/07/2015;Imovision;4;4;25913;374515.49
2015;Táxi Teerã;Ficção;Irã;Estrangeiros;19/11/2015;Imovision;4;4;13875;201821.47
2015;Paysandu 100 anos de Payxão;Documentário;Brasil;Brasileiros;10/09/2015;Urca Filme;4;4;11965;178508.09
2015;O Ciclo da Vida;Ficção;China;Estrangeiros;16/07/2015;Esfera Produções;4;4;10922;136919.74
2015;Capital Humano;Ficção;França, Itália;Estrangeiros;12/11/2015;Imovision;4;4;10260;158168.19
2015;Retorno a Ítaca;Ficção;Bélgica, França;Estrangeiros;11/06/2015;Imovision;4;4;5807;83344.92
2015;Pablo Picasso e o Roubo da Monalisa;Ficção;Espanha;Estrangeiros;05/11/2015;Esfera Produções;4;4;5408;70240.19
2015;Aliyah;Ficção;França;Estrangeiros;09/07/2015;Cine Santa Teresa;4;4;4396;55560.85
2015;O Desejo da Minha Alma;Ficção;Japão;Estrangeiros;14/05/2015;Supo Mungam Films;4;4;4271;62036.82
2015;A Ilha do Milharal;Ficção;Alemanha, Cazaquistão, França, Geórgia, Hungria, República Tcheca;Estrangeiros;19/11/2015;Zeta Filmes;4;4;3286;41102.78
2015;Kiriku: Os Homens e as Mulheres;Animação;França;Estrangeiros;02/07/2015;Imovision;4;4;2928;38726.18
2015;Party Girl;Ficção;França;Estrangeiros;06/08/2015;Supo Mungam Films;4;4;2769;30015.81
2015;A pequena morte;Ficção;Austrália;Estrangeiros;24/12/2015;Califórnia;4;4;2588;40162.24
2015;O Imigrante Russo;Ficção;Alemanha;Estrangeiros;28/05/2015;Tucumán;4;4;997;9484.77
2015;Meia hora e as manchetes que viram manchete;Documentário;Brasil;Brasileiros;06/08/2015;Boulevard Filmes;4;4;962;8972.66
2015;Caminho de volta;Documentário;Brasil;Brasileiros;12/11/2015;Vilacine;4;4;809;8280.5
2016;O novíssimo testamento;Ficção;Bélgica, França, Luxemburgo;Estrangeiros;21/01/2016;Imovision;4;4;20275;319446.91
2016;Travessias;Ficção;Brasil;Brasileiros;07/07/2016;Tigre Produções Cinematográficas;4;4;16132;80640.5
2016;Um Brinde à Vida;Ficção;França;Estrangeiros;12/05/2016;Imovision;4;4;6738;113043.71
2016;1976 - O Ano da Invasão Corinthiana;Documentário;Brasil;Brasileiros;29/09/2016;Conexão Cultural;4;4;5944;53428.52
2016;São Sebastião do Rio de Janeiro - A Formação de uma Cidade;Documentário;Brasil;Brasileiros;26/05/2016;Bang Filmes;4;4;5080;44764.81
2016;Uma História de Loucura;Ficção;França;Estrangeiros;21/04/2016;Imovision;4;4;4341;68506.01
2016;Sr. Holmes;Ficção;Estados Unidos, Reino Unido;Estrangeiros;21/01/2016;Sony;4;4;4000;54530.98
2016;O Ignorante;Ficção;França;Estrangeiros;10/11/2016;Supo Mungam Films;4;4;2315;31603.56
2016;A Três Vamos Lá;Ficção;Bélgica, França;Estrangeiros;14/04/2016;Imovision;4;4;2134;33274.51
2016;Yorimatã;Documentário;Brasil;Brasileiros;07/04/2016;Dilúvio Filmes;4;4;1912;15350.15
2016;Nós duas descendo a escada;Ficção;Brasil;Brasileiros;08/09/2016;Lança Filmes;4;4;1438;18085.44
2016;Cícero Dias, O Compadre de Picasso;Documentário;Brasil;Brasileiros;03/11/2016;Com Domínio Filmes;4;4;1206;17546.91
2016;Onde o Mar Descansa;Ficção;Reino Unido;Estrangeiros;14/04/2016;Maverick;4;4;1141;16942.56
2016;É o Amor;Ficção;França;Estrangeiros;10/03/2016;Supo Mungam Films;4;4;829;11905.51
2016;De Palma;Documentário;Estados Unidos;Estrangeiros;24/11/2016;Camisa Treze;4;4;772;9434
2016;Turbulência;Ficção;Brasil;Brasileiros;15/09/2016;Downtown/Paris;4;4;755;8447.6
2016;O Lamento;Ficção;Coréia do Sul;Estrangeiros;22/12/2016;Califórnia;4;4;673;9281.66
2016;Mundo Deserto de Almas Negras;Ficção;Brasil;Brasileiros;16/06/2016;Heavy Bunker;4;4;533;8447.55
2016;O Touro;Documentário;Brasil;Brasileiros;08/09/2016;Cazumbá Filmes;4;4;247;2635.08
2017;Saint amour - na rota do vinho;Ficção;Bélgica, França;Estrangeiros;03/08/2017;Imovision;4;4;8423;117342.26
2017;Algo de novo;Ficção;Itália;Estrangeiros;16/11/2017;Espaço Filmes;4;4;3552;59262.65
2017;Os Cowboys;Ficção;França;Estrangeiros;16/03/2017;Bonfilm;4;4;2993;37377.59
2017;Eu, Olga Hepnarová;Ficção;Eslováquia, França, Polônia, República Tcheca;Estrangeiros;16/02/2017;Supo Mungam Films;4;4;2388;24924.98
2017;Foucault Contra Si Mesmo;Documentário;França;Estrangeiros;27/07/2017;Vilacine;4;4;2007;21494.96
2017;Colo;Ficção;Portugal;Estrangeiros;16/11/2017;Zeta Filmes;4;4;1339;17220.17
2017;Ande comigo;Ficção;Dinamarca, Suécia;Estrangeiros;01/06/2017;Alpha Filmes/Pandora;4;4;1176;16311.57
2017;Cidades Fantasmas;Documentário;Brasil;Brasileiros;15/06/2017;Casa de Cinema de Porto Alegre;4;4;1082;14156.27
2017;Com os punhos cerrados;Ficção;Brasil;Brasileiros;16/03/2017;Pique-Bandeira Filmes;4;4;602;3760.03
2017;Mar Inquieto;Ficção;Brasil;Brasileiros;29/06/2017;Lança Filmes;4;4;189;2708.8
2017;Vale da Luta;Ficção;Estados Unidos;Estrangeiros;09/02/2017;Elite Filmes;4;4;162;1917.74
2009;Bons Costumes;Ficção;Canadá;Estrangeiros;23/10/2009;Sony;3;3;37105;357672.75
2009;Rumba;Ficção;França;Estrangeiros;23/01/2009;Filmes do Estação;3;3;21940;195291.76
2009;Casamento Silencioso;Ficção;Romênia;Estrangeiros;03/07/2009;Imovision;3;3;17173;150447.52
2009;Katyn;Ficção;Polônia;Estrangeiros;03/04/2009;Moviemobz;3;3;12145;111172.96
2009;Gesto Obsceno;Ficção;Israel;Estrangeiros;04/09/2009;Moviemobz;3;3;9241;85979.21
2009;Goodbye...Solo;Ficção;Estados Unidos;Estrangeiros;18/09/2009;Imovision;3;3;8154;77087.5
2009;Lição de Amor;Ficção;Itália;Estrangeiros;20/03/2009;Califórnia;3;3;7451;59343.94
2009;Vocês, os Vivos;Ficção;Suécia;Estrangeiros;11/04/2009;Filmes da Mostra;3;3;6933;58855.52
2009;Nada Vai nos Separar;Documentário;Brasil;Brasileiros;21/08/2009;G7 Cinema;3;3;5407;47118.24
2009;Inútil;Documentário;China, Hong Kong;Estrangeiros;16/01/2009;Filmes da Mostra;3;3;3473;31751.19
2009;A Ilha da Morte;Ficção;Brasil;Brasileiros;08/05/2009;Imovision;3;3;2177;23390.93
2009;Honeydripper;Ficção;Estados Unidos;Estrangeiros;17/04/2009;Imovision;3;3;2056;21631.5
2009;Novo Século Americano;Documentário;Itália;Estrangeiros;23/01/2009;Moviemobz;3;3;1571;14053
2009;Um Taxi para a Escuridão;Documentário;Estados Unidos;Estrangeiros;23/01/2009;Moviemobz;3;3;1257;10061
2009;O Diário de Sintra;Documentário;Brasil;Brasileiros;11/12/2009;Moviemobz/RioFilme;3;3;1066;9350
2009;Lanchonete Olympia;Ficção;Estados Unidos;Estrangeiros;03/04/2009;Moviemobz;3;3;1038;8584
2009;Mesa de Bar Onde Tudo Acontece;Ficção;Brasil;Brasileiros;23/10/2009;Mirasul;3;3;104;1061
2010;Aproximação;Ficção;França;Estrangeiros;12/03/2010;Pandora;3;3;23284;208236.68
2010;15 Anos e Meio;Ficção;França;Estrangeiros;02/07/2010;Pandora;3;3;17905;165897.84
2010;Eu matei minha mãe;Ficção;Canadá;Estrangeiros;01/10/2010;Ab Filmes;3;3;15018;136806.16
2010;Scott Pilgrim contra o mundo;Ficção;Estados Unidos;Estrangeiros;05/11/2010;Universal;3;3;14942;139307
2010;O louco amor de Yves Saint Laurent;Documentário;França;Estrangeiros;03/12/2010;Serendip;3;3;12130;115692.21
2010;O refúgio;Ficção;França;Estrangeiros;10/09/2010;Imovision;3;3;7621;71495
2010;O pecado de Hadewijch;Ficção;França;Estrangeiros;17/09/2010;Imovision;3;3;6921;73997.47
2010;Confusões em Família;Ficção;Estados Unidos;Estrangeiros;29/01/2010;Imagem;3;3;6608;59583.28
2010;O Amor Segundo B. Schianberg;Ficção;Brasil;Brasileiros;12/02/2010;Espaço Filmes;3;3;4273;37731.2
2010;Insolação;Ficção;Brasil;Brasileiros;26/03/2010;Europa;3;3;2524;19860.19
2010;Terra deu, terra come;Documentário;Brasil;Brasileiros;01/10/2010;Videofilmes;3;3;1897;16878.4
2010;Bellini e o demônio;Ficção;Brasil;Brasileiros;27/08/2010;Santa Fé Filmes;3;3;1661;14122
2010;Jards Macalé - Um morcego na porta principal;Documentário;Brasil;Brasileiros;05/03/2010;Moviemobz;3;3;1588;14321.8
2010;Cildo;Documentário;Brasil;Brasileiros;24/09/2010;Videofilmes;3;3;848;7915
2010;A alma do osso ;Documentário;Brasil;Brasileiros;28/05/2010;Filmes do Rio de Janeiro;3;3;453;3955.71
2011;Poesia;Ficção;Coréia do Sul;Estrangeiros;25/02/2011;Imovision;3;3;19408;196789.62
2011;O amor chega tarde;Ficção;Alemanha;Estrangeiros;22/04/2011;Esfera Produções;3;3;18064;192288.43
2011;Cinco dias sem nora;Ficção;México;Estrangeiros;06/05/2011;Esfera Produções;3;3;17766;194870.28
2011;O dia em que eu não nasci;Ficção;Alemanha, Argentina;Estrangeiros;30/09/2011;Serendip;3;3;16511;178348.3
2011;Vênus negra;Ficção;França;Estrangeiros;17/06/2011;Imovision;3;3;6873;63259.4
2011;A antropóloga;Ficção;Brasil;Brasileiros;29/04/2011;Imagem;3;3;5584;63794.46
2011;A criança da meia-noite;Ficção;França;Estrangeiros;14/10/2011;Imovision;3;3;4961;48202.08
2011;Submarino;Ficção;Dinamarca;Estrangeiros;02/09/2011;Lume;3;3;4595;37861.13
2011;Um assalto de fé;Ficção;Brasil;Brasileiros;02/12/2011;Ab Filmes/ Festival Filmes;3;3;4386;43839.91
