ano_lançamento;titulo_obra;genero;pais_produtor_obra;nacionalidade_obra;data_lançamento;distribuidora;salas_lançamento;maximo_salas_ocupadas;publico_acumulado;renda_acumulada
2011;Padre;Ficção;Estados Unidos;Estrangeiros;13/05/2011;Sony;277;277;635862;7386372.8
2011;Manda-Chuva O filme;Animação;Argentina, México;Estrangeiros;16/09/2011;Playarte;277;277;220567;2235626.42
2012;Anjos da Noite – O Despertar;Ficção;Estados Unidos;Estrangeiros;02/03/2012;Sony;277;277;746474;9795013.25
2015;Carga explosiva - O legado;Ficção;Bélgica, China, França;Estrangeiros;10/09/2015;Califórnia;277;277;202508;2505070.61
2012;Filha do Mal;Ficção;Estados Unidos;Estrangeiros;03/02/2012;Paramount;276;276;587101;5866657
2012;Dredd;Ficção;Estados Unidos;Estrangeiros;21/09/2012;Paris;276;276;93903;1272984
2010;O Lobisomem;Ficção;Estados Unidos;Estrangeiros;12/02/2010;Universal;275;275;856171;7554780
2016;Uma Loucura de Mulher;Ficção;Brasil;Brasileiros;02/06/2016;Imagem;274;274;103351;1354911.48
2011;Super 8;Ficção;Estados Unidos;Estrangeiros;12/08/2011;Paramount;273;273;450824;4435481
2012;A invenção de Hugo Cabret;Ficção;Estados Unidos;Estrangeiros;17/02/2012;Paramount;271;271;1048419;14343389
2010;Salt;Ficção;Estados Unidos;Estrangeiros;30/07/2010;Sony;270;270;1433588;12931664.99
2010;Aparecida, o milagre;Ficção;Brasil;Brasileiros;17/12/2010;Paramount;270;270;243336;1830173
2015;Chappie;Ficção;México, Estados Unidos;Estrangeiros;16/04/2015;Sony;270;270;348980;4518554.3
2016;Assassino a Preço Fixo 2 - A Ressurreição;Ficção;Estados Unidos, França;Estrangeiros;06/10/2016;Paris;270;270;341917;4611325.11
2009;Velozes e Furiosos 4;Ficção;Estados Unidos;Estrangeiros;03/04/2009;Universal;269;269;2308197;20010990
2017;A Noiva;Ficção;Rússia;Estrangeiros;02/11/2017;Paris;269;269;315730;4373915.28
2010;Jogos Mortais - O final;Ficção;Canadá, Estados Unidos;Estrangeiros;05/11/2010;Imagem;268;268;595256;7264623.25
2016;Vizinhos 2;Ficção;Estados Unidos;Estrangeiros;19/05/2016;Universal;268;268;240232;3130759.15
2011;O turista;Ficção;Estados Unidos;Estrangeiros;21/01/2011;Sony;267;267;1794210;16599104.63
2011;O palhaço;Ficção;Brasil;Brasileiros;28/10/2011;Imagem;267;267;1242880;11901966.45
2014;Copa de Elite;Ficção;Brasil;Brasileiros;17/04/2014;Fox;267;267;646224;7793226
2017;Estrelas Além do Tempo;Ficção;Estados Unidos;Estrangeiros;02/02/2017;Fox;267;267;398251;6633689
2017;Antes que eu vá;Ficção;Estados Unidos;Estrangeiros;18/05/2017;Paris;267;267;189949;2822225.75
2014;Trash - A Esperança vem do Lixo;Ficção;Brasil, Alemanha, Reino Unido;Brasileiros;09/10/2014;Universal;266;266;259283;3040946.35
2012;Ted;Ficção;Estados Unidos;Estrangeiros;21/09/2012;Universal;265;265;1784311;18737840
2012;Sombras da Noite;Ficção;Estados Unidos;Estrangeiros;23/06/2012;Warner;265;265;940393;9889551
2017;Aliados;Ficção;Estados Unidos;Estrangeiros;16/02/2017;Paramount;265;265;388644;6628704
2017;A Autópsia;Ficção;Estados Unidos, Reino Unido;Estrangeiros;04/05/2017;Diamond Films do Brasil;265;265;214035;2984333.52
2011;Gnomeu e Julieta;Animação;Estados Unidos, Reino Unido;Estrangeiros;04/03/2011;Imagem;264;264;1127519;13723529.91
2013;R.I.P.D - agentes do além;Ficção;Estados Unidos;Estrangeiros;27/09/2013;Universal;264;264;216065;2881914.75
2011;Entrando numa fria maior ainda com a família;Ficção;Estados Unidos;Estrangeiros;07/01/2011;Paramount;263;263;944449;8904432
2013;O último exorcismo – Parte 2;Ficção;Estados Unidos;Estrangeiros;10/05/2013;Playarte;262;262;295326;3088553.05
2015;Aliança do Crime;Ficção;Estados Unidos;Estrangeiros;12/11/2015;Warner;262;262;216914;3528222
2017;O filme da minha vida;Ficção;Brasil;Brasileiros;03/08/2017;Vitrine Filmes;262;262;295753;4464615.44
2012;Piratas Pirados!;Animação;Estados Unidos, Reino Unido;Estrangeiros;11/05/2012;Sony;261;261;472500;5511199.54
2011;Deu a louca na Chapeuzinho 2;Animação;Estados Unidos;Estrangeiros;02/09/2011;Imagem;259;259;470620;5333243.6
2013;Uma família em apuros;Ficção;Estados Unidos;Estrangeiros;11/01/2013;Fox;259;259;714444;6914870
2014;Julio Sumiu;Ficção;Brasil;Brasileiros;17/04/2014;Imagem;259;259;179745;2237498.32
2017;O que será de nozes 2;Animação;Canadá, Coréia do Sul, Estados Unidos;Estrangeiros;14/09/2017;Diamond Films do Brasil;259;259;110380;1414345.05
2010;O último mestre do ar;Ficção;Estados Unidos;Estrangeiros;20/08/2010;Paramount;258;258;1568702;16362849
2014;Garota Exemplar;Ficção;Estados Unidos;Estrangeiros;02/10/2014;Fox;258;258;533249;7232269
2015;Ponte dos Espiões;Ficção;Estados Unidos;Estrangeiros;22/10/2015;Fox;258;258;425026;7146668.15
2017;Tudo e Todas as Coisas;Ficção;Estados Unidos;Estrangeiros;15/06/2017;Warner;258;258;123824;1721557
2017;O sequestro;Ficção;Estados Unidos;Estrangeiros;21/09/2017;H2O Films;258;258;61105;833751.64
2011;Os pinguins do papai;Ficção;Estados Unidos;Estrangeiros;01/07/2011;Fox;257;257;2073526;36342746.03
2014;O Filho de Deus;Ficção;Estados Unidos;Estrangeiros;17/04/2014;Diamond Films do Brasil;257;257;104069;1247887.45
2015;A Visita;Ficção;Estados Unidos;Estrangeiros;26/11/2015;Universal;257;257;209479;2531958.7
2017;TOC - Transtornada, Obsessiva, Compulsiva;Ficção;Brasil;Brasileiros;02/02/2017;Downtown/Paris;257;257;241184;3347154.19
2010;Esquadrão Classe A;Ficção;Estados Unidos;Estrangeiros;11/06/2010;Fox;256;256;423206;3791708
2016;Elis;Ficção;Brasil;Brasileiros;24/11/2016;Downtown/Paris;255;255;559862;8490708.83
2013;Os Suspeitos;Ficção;Estados Unidos;Estrangeiros;18/10/2013;Paris;254;254;453602;5368347.75
2009;A Pantera Cor de Rosa 2;Ficção;Estados Unidos;Estrangeiros;20/02/2009;Sony;253;253;586245;4653545
2012;Millennium - Homens que não Amavam as Mulheres;Ficção;Suécia, Estados Unidos;Estrangeiros;27/01/2012;Sony;253;253;681044;7281290.5
2014;Operação Sombra: Jack Ryan;Ficção;Estados Unidos;Estrangeiros;07/02/2014;Paramount;252;252;329047;4092733
2015;A Travessia;Ficção;Estados Unidos;Estrangeiros;08/10/2015;Sony;252;252;140088;2636944.44
2017;Vida;Ficção;Estados Unidos;Estrangeiros;20/04/2017;Sony;252;252;310730;5332738.94
2014;O Apocalipse;Ficção;Estados Unidos;Estrangeiros;23/10/2014;Imagem;251;251;632876;6917548.37
2015;Super Velozes Mega Furiosos;Ficção;Estados Unidos;Estrangeiros;07/05/2015;Diamond Films do Brasil;251;251;84302;998614.16
2016;Pequeno Segredo;Ficção;Brasil;Brasileiros;10/11/2016;Diamond Films do Brasil;251;251;187055;2801967.64
2014;Os 47 Ronins;Ficção;Estados Unidos;Estrangeiros;31/01/2014;Universal;250;250;536918;7414591.81
2014;O que Será de Nozes?;Animação;Canadá, Coréia do Sul, Estados Unidos;Estrangeiros;21/08/2014;Playarte;250;250;245534;2756154.34
2011;Caça às bruxas;Ficção;Estados Unidos;Estrangeiros;28/01/2011;Imagem;248;248;1498453;13058876.7
2014;Rio, Eu te Amo;Ficção;Brasil;Brasileiros;11/09/2014;Warner;248;248;98990;1239716
2015;Como Sobreviver a um Ataque Zumbi;Ficção;Estados Unidos;Estrangeiros;12/11/2015;Paramount;248;248;395012;4834718
2015;O Presente;Ficção;Estados Unidos;Estrangeiros;03/12/2015;Playarte;248;248;89650;1144239.3
2009;Atividade Paranormal;Ficção;Estados Unidos;Estrangeiros;04/12/2009;Playarte;247;247;1086788;9078655.24
2016;Cantando de galo;Animação;México;Estrangeiros;11/08/2016;Paris;246;246;31898;361303.09
2010;Comer, rezar e amar;Ficção;Estados Unidos;Estrangeiros;01/10/2010;Sony;245;245;1852602;17622397.79
2012;As Aventuras de Agamenon, o Repórter;Ficção;Brasil;Brasileiros;06/01/2012;Downtown/Paris/RioFilme;244;244;937980;9335915.91
2012;O Mar não está pra Peixe: Tubarões à vista;Animação;Estados Unidos;Estrangeiros;02/11/2012;Playarte;244;244;256797;3019019.64
2017;Depois daquela montanha;Ficção;Estados Unidos;Estrangeiros;02/11/2017;Fox;244;244;436368;7761304
2017;Missão cegonha;Animação;Alemanha, Bélgica, Estados Unidos, Luxemburgo, Noruega;Estrangeiros;26/10/2017;Playarte;244;244;70119;949293.15
2011;Operação presente;Animação;Estados Unidos, Reino Unido;Estrangeiros;02/12/2011;Sony;243;243;489913;5250837.15
2012;O Ditador;Ficção;Estados Unidos;Estrangeiros;24/08/2012;Paramount;243;243;621432;6491978
2013;Gente grande 2;Ficção;Estados Unidos;Estrangeiros;16/08/2013;Sony;243;243;1577212;17098242.5
2014;Alexandre e o Dia Terrível, Horrível, Espantoso e Horroroso;Ficção;Estados Unidos;Estrangeiros;23/10/2014;Disney;243;243;265690;2804453
2012;Frankenweenie;Animação;Estados Unidos;Estrangeiros;02/11/2012;Disney;241;241;258868;3685727
2013;Os estagiários;Ficção;Estados Unidos;Estrangeiros;30/08/2013;Fox;241;241;900121;10257850
2013;Meu namorado é um zumbi;Ficção;Estados Unidos;Estrangeiros;08/02/2013;Paris;241;241;497544;5052677.89
2009;Watchmen - O Filme;Ficção;Estados Unidos;Estrangeiros;06/03/2009;Paramount;240;240;539796;4630370
2012;O Impossível;Ficção;Espanha, Estados Unidos;Estrangeiros;21/12/2012;Paris;240;240;668285;7545613.21
2012;O legado Bourne;Ficção;Estados Unidos;Estrangeiros;07/09/2012;Universal;240;240;393408;4741651
2015;Entrando numa roubada;Ficção;Brasil;Brasileiros;03/09/2015;Europa;240;240;131220;1654741.76
2011;Incontrolável;Ficção;Estados Unidos;Estrangeiros;07/01/2011;Fox;238;238;513925;4776410.42
2016;O Bebê de Bridget Jones;Ficção;Estados Unidos, França, Irlanda, Reino Unido;Estrangeiros;29/09/2016;Universal;238;238;313400;5655481.23
2016;Epa! Cadê o Noé?;Animação;Bélgica, Alemanha, Irlanda, Luxemburgo;Estrangeiros;04/02/2016;Paris;238;238;135141;1541795.04
2012;ParaNorman;Animação;Estados Unidos;Estrangeiros;07/09/2012;Universal;237;237;312752;4320518
2012;Outback- Uma Galera Animal;Animação;Estados Unidos;Estrangeiros;17/08/2012;Playarte;237;237;248959;3343569.85
2011;A hora do espanto;Ficção;Estados Unidos;Estrangeiros;07/10/2011;Disney;235;235;201583;2691992.58
2012;Dois coelhos;Ficção;Brasil;Brasileiros;20/01/2012;Imagem;235;235;336460;3315434.89
2016;Festa da Salsicha;Animação;Estados Unidos;Estrangeiros;06/10/2016;Sony;235;235;138036;1877987.32
2014;Se Eu Ficar;Ficção;Estados Unidos;Estrangeiros;04/09/2014;Warner;234;234;577255;6435781
2016;Joy - O Nome do Sucesso;Ficção;Estados Unidos;Estrangeiros;21/01/2016;Fox;234;234;328003;5587064.79
2009;Operação Valquíria;Ficção;Estados Unidos;Estrangeiros;13/02/2009;Fox;233;233;1144728;9946310
2013;Sammy: A grande fuga;Animação;Bélgica;Estrangeiros;18/01/2013;Warner;233;233;280445;3240815
2014;Anjos da Lei 2;Ficção;Estados Unidos;Estrangeiros;04/09/2014;Sony;233;233;465905;5288114.73
2011;O zelador animal;Ficção;Estados Unidos;Estrangeiros;07/10/2011;Sony;232;232;1146710;10110633.26
2012;Paraísos Artificiais;Ficção;Brasil;Brasileiros;04/05/2012;Zazen;232;232;402852;3963582.33
2014;Sex Tape: Perdido na Nuvem;Ficção;Estados Unidos;Estrangeiros;21/08/2014;Sony;232;232;342572;4311726.35
2009;Michael Jackson This Is It;Documentário;Estados Unidos;Estrangeiros;28/10/2009;Sony;231;231;712518;6365742.25
2010;Premonição 4;Ficção;Estados Unidos;Estrangeiros;05/02/2010;Playarte;231;231;785259;8245200.21
2015;Hitman - Agente 47;Ficção;Estados Unidos;Estrangeiros;27/08/2015;Fox;231;231;310340;4011576
2016;Jogo do Dinheiro;Ficção;Estados Unidos;Estrangeiros;26/05/2016;Sony;230;230;365439;6466166.97
2011;Compramos um Zoológico;Ficção;Estados Unidos;Estrangeiros;23/12/2011;Fox;227;227;577643;4830419
2011;11/11/2011;Ficção;Estados Unidos;Estrangeiros;11/11/2011;Vinny filmes;226;226;622532;5848744.05
2015;A Incrível História de Adaline;Ficção;Estados Unidos;Estrangeiros;21/05/2015;Diamond Films do Brasil;226;226;185706;2834560.7
2013;Família do Bagulho;Ficção;Estados Unidos;Estrangeiros;27/09/2013;Warner;225;225;511353;5385557
2013;Jack Reacher: O Último Tiro;Ficção;Estados Unidos;Estrangeiros;11/01/2013;Paramount;225;225;479425;5644844
2016;Horas Decisivas;Ficção;Estados Unidos;Estrangeiros;18/02/2016;Disney;225;225;93456;1534943
2016;Perfeita é a mãe!;Ficção;Estados Unidos;Estrangeiros;11/08/2016;Diamond Films do Brasil;225;225;80781;1202800.17
2013;Carrie, A Estranha;Ficção;Estados Unidos;Estrangeiros;06/12/2013;Sony;224;224;603178;6598905.5
2014;De Volta ao Jogo;Ficção;Canadá, China, Estados Unidos;Estrangeiros;27/11/2014;Imagem;224;224;313643;3909493.58
2010;A lenda dos guardiões;Animação;Estados Unidos;Estrangeiros;08/10/2010;Warner;223;223;1051719;12494395.5
2011;Animais unidos jamais serão vencidos;Animação;Alemanha;Estrangeiros;18/03/2011;Playarte;223;223;281884;3453377.76
2016;Milagres do Paraíso;Ficção;Estados Unidos;Estrangeiros;21/04/2016;Sony;223;223;189728;2646930.87
2016;A grande aposta;Ficção;Estados Unidos;Estrangeiros;14/01/2016;Paramount;222;222;512151;8819476
2017;Dominação;Ficção;Estados Unidos;Estrangeiros;05/01/2017;Playarte;222;222;142059;2058475.05
2017;Historietas Assombradas - O Filme;Animação;Brasil;Brasileiros;02/11/2017;Vitrine Filmes;222;222;34806;473895.76
2009;A Mulher Invisível;Ficção;Brasil;Brasileiros;05/06/2009;Warner;220;220;2353646;20500361
2013;Sobrenatural: Capítulo 2;Ficção;Estados Unidos;Estrangeiros;22/11/2013;Sony;220;220;369706;4089934.25
2013;Dose Dupla;Ficção;Estados Unidos;Estrangeiros;13/09/2013;Imagem;219;219;195772;2141206.78
2014;Tinker Bell - Fadas e Piratas;Animação;Estados Unidos;Estrangeiros;07/03/2014;Disney;219;219;429851;5538296
2009;Um Faz de Conta que Acontece;Ficção;Estados Unidos;Estrangeiros;23/01/2009;Sony;218;218;1005573;7497636
2012;À Beira do Caminho;Ficção;Brasil;Brasileiros;10/08/2012;Fox;218;218;159109;1484420.77
2014;Na Quebrada;Ficção;Brasil;Brasileiros;16/10/2014;Downtown/Paris;218;218;256046;2948394.64
2009;A Princesa e o Sapo;Animação;Estados Unidos;Estrangeiros;11/12/2009;Sony;217;217;1012119;7047832.75
2009;Inimigos Públicos;Ficção;Estados Unidos;Estrangeiros;24/07/2009;Universal;217;217;572428;5182537
2010;O aprendiz de feiticeiro;Ficção;Estados Unidos;Estrangeiros;13/08/2010;Sony;217;217;1014740;8474678.58
2015;Corações de Ferro;Ficção;Estados Unidos;Estrangeiros;05/02/2015;Sony;217;217;437532;5793883.55
2012;Pequenos Espiões 4;Ficção;Estados Unidos;Estrangeiros;16/03/2012;Imagem;216;216;322825;3782985.51
2009;Xuxa em o Mistério de Feiurinha;Ficção;Brasil;Brasileiros;25/12/2009;Playarte;215;215;1307135;8484823.94
2013;Gravidade;Ficção;Estados Unidos, Reino Unido;Estrangeiros;11/10/2013;Warner;215;215;1184941;19428452
2015;A Colina Escarlate;Ficção;Estados Unidos;Estrangeiros;15/10/2015;Universal;215;215;265082;3798869.66
2014;Amazônia;Ficção;Brasil, França;Brasileiros;26/06/2014;Imovision;212;212;79317;979964.95
2015;Para Sempre Alice;Ficção;Estados Unidos;Estrangeiros;12/03/2015;Diamond Films do Brasil;212;212;400893;6065106.08
2012;Billi Pig;Ficção;Brasil;Brasileiros;02/03/2012;Imagem;211;211;257664;2483318.24
2013;Rush - no limite da emoção;Ficção;Alemanha, Estados Unidos, Reino Unido;Estrangeiros;13/09/2013;Califórnia;211;211;200681;2808088.12
2015;A escolha perfeita 2;Ficção;Estados Unidos;Estrangeiros;13/08/2015;Universal;211;211;123023;1458250.2
2011;Winter, o golfinho;Ficção;Estados Unidos;Estrangeiros;14/10/2011;Warner;210;210;275104;3091891
2012;A Mulher de Preto;Ficção;Canadá, Reino Unido, Suécia;Estrangeiros;24/02/2012;Paris;209;209;252255;4317994.95
2013;Jobs;Ficção;Estados Unidos;Estrangeiros;06/09/2013;Playarte;209;209;248830;3331327.25
2009;Presságio;Ficção;Estados Unidos;Estrangeiros;10/04/2009;Paris;208;208;943863;8479764.59
2010;Red - aposentados e perigosos;Ficção;Estados Unidos;Estrangeiros;12/11/2010;Paris;208;208;714817;6879576.87
2011;Atividade paranormal 3;Ficção;Estados Unidos;Estrangeiros;21/10/2011;Paramount;208;208;1102366;10201280
2015;O Vendedor de Passados;Ficção;Brasil;Brasileiros;21/05/2015;Imagem/Conspiração;208;208;80335;1026924.65
2010;High School Musical - O desafio;Ficção;Brasil;Brasileiros;05/02/2010;Sony;206;206;301082;2016382.17
2011;Qualquer gato;Ficção;Brasil;Brasileiros;10/06/2011;Disney;206;206;1194628;10742238.99
2015;Jessabelle - O Passado Nunca Morre;Ficção;Estados Unidos;Estrangeiros;18/06/2015;Playarte;206;206;149377;1819980.39
2012;Possessão;Ficção;Estados Unidos;Estrangeiros;02/11/2012;Paris;205;205;513291;5379474.93
2012;Xingu;Ficção;Brasil;Brasileiros;06/04/2012;Sony/Downtown;205;205;378087;3898549.67
2012;Anjos da Lei;Ficção;Estados Unidos;Estrangeiros;04/05/2012;Sony;205;205;196626;2431452.75
2009;Se beber, não case!;Ficção;Estados Unidos;Estrangeiros;21/08/2009;Warner;204;204;1764821;15758293
2009;Distrito 9;Ficção;África do Sul, Canadá, Estados Unidos, Nova Zelândia;Estrangeiros;16/10/2009;Sony;204;204;515429;4622102
2009;Jogos Mortais 6;Ficção;Estados Unidos;Estrangeiros;06/11/2009;Sony;204;204;391231;3196894
2013;Capitão Phillips;Ficção;Estados Unidos;Estrangeiros;08/11/2013;Sony;204;204;613159;8196311.25
2015;Sniper Americano;Ficção;Estados Unidos;Estrangeiros;19/02/2015;Warner;203;203;1162544;16785396
2009;O Curioso Caso de Benjamin Button;Ficção;Estados Unidos;Estrangeiros;16/01/2009;Warner;202;202;2083246;18691102
2013;Rota de Fuga;Ficção;Estados Unidos;Estrangeiros;11/10/2013;Paris;202;202;458268;4615890.7
2013;Giovanni Improtta;Ficção;Brasil;Brasileiros;17/05/2013;Sony/RioFilme;202;202;188436;1964092.95
2017;Real - O Plano por Trás da História;Ficção;Brasil;Brasileiros;25/05/2017;Downtown/Paris;202;202;46968;792144.36
2010;Sex and the City 2;Ficção;Estados Unidos;Estrangeiros;28/05/2010;Warner;201;201;559993;5708098
2011;Amizade colorida;Ficção;Estados Unidos;Estrangeiros;30/09/2011;Sony;201;201;1353920;12910297.2
2011;As Aventuras de Sammy;Animação;Bélgica;Estrangeiros;28/01/2011;Playarte;201;201;136503;1412444.69
2014;Vizinhos;Ficção;Estados Unidos;Estrangeiros;19/06/2014;Universal;200;200;476610;5799198
2011;Reféns;Ficção;Estados Unidos;Estrangeiros;11/11/2011;Imagem;198;198;349879;3528414.34
2012;À Beira do Abismo;Ficção;Estados Unidos;Estrangeiros;03/02/2012;Paris;198;198;290270;2965233.17
2009;Arraste-me para o Inferno;Ficção;Estados Unidos;Estrangeiros;14/08/2009;Universal;196;196;384212;3212231
2010;O Livro de Eli;Ficção;Estados Unidos;Estrangeiros;19/03/2010;Sony;196;196;891788;7935741.25
2015;O Jogo da Imitação;Ficção;Reino Unido;Estrangeiros;05/02/2015;Diamond Films do Brasil;196;196;545643;7892070.09
2015;Magic Mike XXL;Ficção;Estados Unidos;Estrangeiros;30/07/2015;Warner;196;196;202347;2748330
2010;Piranha 3D;Ficção;Estados Unidos;Estrangeiros;22/10/2010;Imagem;194;194;146620;1550441.5
2013;Tainá - A Origem;Ficção;Brasil;Brasileiros;08/02/2013;Downtown/Sony/RioFilme;194;194;353690;3099476.47
2014;O Herdeiro do Diabo;Ficção;Estados Unidos;Estrangeiros;24/01/2014;Fox;194;194;312823;3792942
2015;A Casa dos Mortos;Ficção;Estados Unidos, Reino Unido;Estrangeiros;12/02/2015;Paris;194;194;302468;3687362.93
2013;O acordo;Ficção;Emirados Árabes Unidos, Estados Unidos;Estrangeiros;19/04/2013;Playarte;193;193;189204;1982652.78
2015;Você acredita?;Ficção;Estados Unidos;Estrangeiros;03/09/2015;Califórnia;193;193;306730;3679014.17
2015;Exorcistas do Vaticano;Ficção;Estados Unidos;Estrangeiros;20/08/2015;Diamond Films do Brasil;193;193;243809;3068588.23
2016;Como ser solteira;Ficção;Estados Unidos;Estrangeiros;25/02/2016;Warner;193;193;176089;2364671
2010;Um parto de viagem;Ficção;Estados Unidos;Estrangeiros;05/11/2010;Warner;192;192;593157;5489598.98
2012;Busca Implacável 2;Ficção;Estados Unidos;Estrangeiros;05/10/2012;Fox;192;192;938166;10208596.87
2016;O Roubo da Taça;Ficção;Brasil;Brasileiros;08/09/2016;Downtown/Paris;192;192;30209;397360.64
2009;Quem Quer Ser um Milionário?;Ficção;Inglaterra;Estrangeiros;06/03/2009;Europa;191;191;1379754;12860921.05
2011;O retorno de Johnny English;Ficção;Estados Unidos, França, Reino Unido;Estrangeiros;28/10/2011;Universal;191;191;439228;4074532
2012;A Entidade;Ficção;Estados Unidos;Estrangeiros;12/10/2012;Paris;191;191;423488;4357189.83
2012;A saga Molusco: Anoitecer;Ficção;Estados Unidos;Estrangeiros;02/03/2012;Playarte;191;191;201611;1869582.7
2013;Mama;Ficção;Canadá, Espanha;Estrangeiros;05/04/2013;Universal;191;191;677129;7449880
2014;Namoro ou Liberdade?;Ficção;Estados Unidos;Estrangeiros;20/03/2014;Imagem;191;191;281780;3379555
2009;Austrália;Ficção;Estados Unidos;Estrangeiros;23/01/2009;Fox;190;190;312944;2739993
2010;Garfield 3D - um super herói animal;Animação;Estados Unidos;Estrangeiros;29/10/2010;Playarte;190;190;362448;4205748.36
2012;O Pacto;Ficção;Estados Unidos;Estrangeiros;09/03/2012;Imagem;190;190;183347;1796365.89
2012;Plano de Fuga;Ficção;Estados Unidos;Estrangeiros;18/05/2012;Imagem;189;189;199622;2112808.2
2013;Riddick 3;Ficção;Estados Unidos;Estrangeiros;11/10/2013;Imagem;189;189;357220;3620140.34
2010;Ilha do Medo;Ficção;Estados Unidos;Estrangeiros;12/03/2010;Paramount;188;188;893212;8405590
2010;Como cães e gatos 2 – a vingança de Kitty Galore;Ficção;Estados Unidos;Estrangeiros;03/09/2010;Warner;188;188;565031;6264290
2011;Larry Crowne - O amor está de volta;Ficção;Estados Unidos;Estrangeiros;09/09/2011;Paris;188;188;396906;4240665.2
2011;Brasil animado 3D;Animação;Brasil;Brasileiros;21/01/2011;Imagem;188;188;141733;1014270.67
2012;A Hora da Escuridão;Ficção;Estados Unidos;Estrangeiros;13/01/2012;Fox;188;188;230676;2914815.36
2013;Django livre;Ficção;Estados Unidos;Estrangeiros;18/01/2013;Sony;187;187;1143428;14179336.85
2013;Casa da mãe Joana 2;Ficção;Brasil;Brasileiros;06/09/2013;Imagem;187;187;152596;1599981.15
2013;O Massacre da serra elétrica 3D - A lenda continua;Ficção;Estados Unidos;Estrangeiros;17/05/2013;Europa;187;187;142249;1866317.39
2009;Salve Geral;Ficção;Brasil;Brasileiros;02/10/2009;Sony/Downtown;186;186;317152;2644263.52
2011;O noivo da minha melhor amiga;Ficção;Estados Unidos;Estrangeiros;13/05/2011;Playarte;186;186;324624;3023929.92
2017;Max Steel;Ficção;Estados Unidos;Estrangeiros;26/01/2017;Imagem;186;186;51289;676160.06
2017;Perfeita é a mãe 2;Ficção;Estados Unidos;Estrangeiros;07/12/2017;Diamond Films do Brasil;186;186;38920;528209.53
2013;Cirque Du Soleil - Outros Mundos;Ficção;Estados Unidos;Estrangeiros;22/02/2013;Paramount;185;185;66126;910770
2011;Apollo 18;Ficção;Canadá, Estados Unidos;Estrangeiros;02/09/2011;Playarte;184;184;256171;2537280.49
2009;O Sequestro do Metrô 123;Ficção;Estados Unidos;Estrangeiros;04/09/2009;Sony;183;183;860582;7958011
2011;Professora sem classe;Ficção;Estados Unidos;Estrangeiros;19/08/2011;Sony;183;183;720766;6771197.02
2011;Sucker Punch - mundo surreal;Ficção;Canadá, Estados Unidos;Estrangeiros;25/03/2011;Warner;183;183;198829;1789772
2009;Tá Chovendo Hamburger;Animação;Estados Unidos;Estrangeiros;02/10/2009;Sony;182;182;1430854;13785065.25
2014;Fúria;Ficção;Estados Unidos;Estrangeiros;16/10/2014;Califórnia;182;182;141404;1626316.32
2014;O Grande Herói;Ficção;Estados Unidos;Estrangeiros;20/03/2014;Paris;182;182;98884;1311282.23
2009;Sempre ao Seu Lado;Ficção;Estados Unidos;Estrangeiros;25/12/2009;Imagem;181;181;734083;6504714.04
2013;O lado bom da vida;Ficção;Estados Unidos;Estrangeiros;01/02/2013;Paris;181;181;1338808;16138450.2
2013;O Resgate;Ficção;Estados Unidos;Estrangeiros;25/01/2013;Califórnia;181;181;212021;2305931.49
2013;Uma ladra sem limites;Ficção;Estados Unidos;Estrangeiros;10/05/2013;Universal;181;181;166796;1817708
2014;Isolados;Ficção;Brasil;Brasileiros;18/09/2014;Downtown/Paris;181;181;81367;910796.46
2015;O Natal dos Coopers;Ficção;Estados Unidos;Estrangeiros;03/12/2015;Paris;181;181;67662;856922.17
2011;VIPS;Ficção;Brasil;Brasileiros;25/03/2011;Universal;180;180;593855;5881648
2012;O Corvo;Ficção;Estados Unidos;Estrangeiros;18/05/2012;Paris;180;180;252044;2584549.61
2014;Ouija - O Jogo dos Espíritos;Ficção;Estados Unidos;Estrangeiros;11/12/2014;H2O Films;180;180;519001;6324737.89
2015;Caminhos da Floresta;Ficção;Estados Unidos;Estrangeiros;29/01/2015;Disney;180;180;388533;5081664
2016;O sono da morte;Ficção;Estados Unidos;Estrangeiros;01/09/2016;Playarte;180;180;114620;1507807.07
2016;13 Horas: Os soldados Secretos de Benghazi;Ficção;Estados Unidos;Estrangeiros;18/02/2016;Paramount;180;180;72230;1097768
2010;Gente grande;Ficção;Estados Unidos;Estrangeiros;24/09/2010;Sony;179;179;1525889;13087433.62
2013;Vendo ou alugo;Ficção;Brasil;Brasileiros;09/08/2013;Europa/RioFilme;179;179;152303;1648359.87
2013;O reino gelado;Animação;Rússia;Estrangeiros;22/02/2013;Playarte;179;179;141758;2055497.52
2014;O Juiz;Ficção;Estados Unidos;Estrangeiros;16/10/2014;Warner;179;179;426540;5859828
2014;Boa Sorte;Ficção;Brasil;Brasileiros;27/11/2014;Imagem;179;179;145890;1888580.47
2010;O último exorcismo;Ficção;Estados Unidos;Estrangeiros;24/09/2010;Playarte;178;178;402841;3478728.74
2016;O Quarto dos Esquecidos;Ficção;Estados Unidos;Estrangeiros;24/11/2016;Imagem;178;178;108763;1388868.17
2016;Fora do Rumo;Ficção;China, Estados Unidos, Hong Kong;Estrangeiros;27/10/2016;Paris;178;178;44504;602442.1
2009;Hannah Montana - O Filme;Ficção;Estados Unidos;Estrangeiros;11/06/2009;Sony;177;177;632018;5015850.25
2010;Os mercenários;Ficção;Estados Unidos;Estrangeiros;13/08/2010;Califórnia;177;177;1066176;9599652.93
